ID,Workclass,Education,Marital-status,Occupation,Relationship,Race,Sex,Native-country,Age,fnlwgt,Education-num,Capital-gain,Capital-loss,Hours-per-week,label
CLI1123,Private,HS-grad,Separated,Adm-clerical,Unmarried,White,Female,United-States,42,263871,9,0,0,8,<=50K
CLI1124,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,United-States,35,96824,10,0,0,40,<=50K
CLI1125,Private,Doctorate,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,47,150768,13,0,1564,51,>50K
CLI1126,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,26,53833,10,0,0,42,<=50K
CLI1127,Private,Some-college,Divorced,Sales,Own-child,Asian-Pac-Islander,Female,Philippines,34,139890,10,0,0,40,<=50K
CLI1128,Private,HS-grad,Married-spouse-absent,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,Philippines,40,203761,9,0,0,40,>50K
CLI1129,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,35,153633,10,0,0,40,<=50K
CLI1130,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,38,125933,13,27828,0,45,>50K
CLI1131,Private,HS-grad,Never-married,Craft-repair,Not-in-family,Other,Female,?,43,293535,13,0,0,40,>50K
CLI1132,?,Assoc-acdm,Never-married,?,Not-in-family,White,Male,United-States,58,294313,10,0,0,55,<=50K
CLI1133,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,34,171159,10,0,0,30,<=50K
CLI1134,Local-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,18,215110,9,0,0,40,<=50K
CLI1135,Private,Some-college,Divorced,Other-service,Unmarried,White,Female,United-States,19,109005,10,0,0,40,<=50K
CLI1136,Private,Bachelors,Divorced,Handlers-cleaners,Not-in-family,White,Male,United-States,21,63665,10,0,0,15,<=50K
CLI1137,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,45,221780,10,0,0,30,<=50K
CLI1138,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,United-States,30,172304,11,0,0,55,<=50K
CLI1139,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,65,179985,9,0,0,40,<=50K
CLI1140,Federal-gov,Some-college,Never-married,Other-service,Unmarried,Black,Female,United-States,60,97030,13,0,0,35,<=50K
CLI1141,Private,Bachelors,Separated,Exec-managerial,Not-in-family,White,Male,United-States,19,280071,10,0,0,50,<=50K
CLI1142,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Black,Male,United-States,42,221172,9,0,0,40,<=50K
CLI1143,Local-gov,Some-college,Married-civ-spouse,Adm-clerical,Wife,Black,Female,United-States,51,143865,6,0,0,24,<=50K
CLI1144,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,United-States,73,173047,13,0,0,15,<=50K
CLI1145,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,Black,Male,United-States,69,228921,13,0,2282,40,>50K
CLI1146,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Female,United-States,29,189765,3,0,0,40,<=50K
CLI1147,Private,Some-college,Never-married,Other-service,Own-child,White,Male,United-States,17,113301,7,0,0,12,<=50K
CLI1148,Private,Some-college,Divorced,Handlers-cleaners,Not-in-family,White,Male,United-States,19,258633,10,0,0,25,<=50K
CLI1149,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,30,340917,13,0,0,40,<=50K
CLI1150,Federal-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,23,39603,10,0,0,40,<=50K
CLI1151,State-gov,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,United-States,51,178241,9,0,0,40,>50K
CLI1152,Private,Some-college,Never-married,Machine-op-inspct,Other-relative,White,Male,United-States,43,206927,9,0,0,40,<=50K
CLI1153,Self-emp-not-inc,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,United-States,19,286469,10,0,0,30,<=50K
CLI1154,Local-gov,10th,Widowed,Other-service,Not-in-family,White,Female,United-States,51,171409,10,0,0,40,>50K
CLI1155,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,30,316606,13,0,0,40,<=50K
CLI1156,Private,Bachelors,Widowed,Prof-specialty,Not-in-family,White,Male,United-States,28,104617,4,0,0,99,<=50K
CLI1157,?,5th-6th,Married-civ-spouse,?,Wife,White,Female,United-States,48,397466,10,0,0,60,<=50K
CLI1158,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,?,23,184813,10,0,0,20,<=50K
CLI1159,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,?,18,200525,7,0,0,25,<=50K
CLI1160,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,40,67852,9,0,0,35,<=50K
CLI1161,Federal-gov,Some-college,Never-married,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,United-States,48,55863,16,0,1902,46,>50K
CLI1162,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,United-States,45,168837,10,0,0,40,<=50K
CLI1163,State-gov,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,50,145333,16,10520,0,50,>50K
CLI1164,Private,Some-college,Never-married,Sales,Own-child,White,Female,United-States,32,111836,10,0,0,50,<=50K
CLI1165,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,36,101481,9,0,0,40,<=50K
CLI1166,Private,Bachelors,Married-civ-spouse,Other-service,Wife,White,Female,United-States,52,109600,14,4787,0,44,>50K
CLI1167,Self-emp-not-inc,7th-8th,Never-married,Other-service,Other-relative,White,Female,Mexico,34,226629,9,0,0,40,<=50K
CLI1168,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,49,431245,10,0,0,50,>50K
CLI1169,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,United-States,50,41890,9,0,0,40,<=50K
CLI1170,?,11th,Never-married,?,Own-child,White,Female,United-States,35,267891,9,0,0,38,<=50K
CLI1171,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,United-States,22,361138,9,0,0,50,<=50K
CLI1172,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,20,133061,5,0,0,40,<=50K
CLI1173,Private,Some-college,Divorced,Sales,Unmarried,White,Female,United-States,28,272913,6,0,0,30,<=50K
CLI1174,Private,Doctorate,Divorced,Prof-specialty,Other-relative,White,Male,United-States,25,182809,9,7298,0,40,>50K
CLI1175,Private,Some-college,Married-civ-spouse,Other-service,Husband,Black,Male,United-States,24,122348,13,0,0,40,<=50K
CLI1176,Local-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,United-States,55,200992,10,0,0,35,<=50K
CLI1177,State-gov,Masters,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,United-States,32,222221,11,7298,0,42,>50K
CLI1178,Private,HS-grad,Never-married,Priv-house-serv,Not-in-family,White,Female,Mexico,45,233511,13,0,1977,60,>50K
CLI1179,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,34,181091,9,7688,0,40,>50K
CLI1180,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,46,170850,13,0,1590,40,<=50K
CLI1181,Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,United-States,36,111957,10,0,0,52,<=50K
CLI1182,Private,HS-grad,Never-married,Handlers-cleaners,Other-relative,White,Male,United-States,17,67808,6,0,0,40,<=50K
CLI1183,?,9th,Never-married,?,Own-child,White,Male,United-States,34,264651,9,0,0,40,>50K
CLI1184,Private,10th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,Mexico,40,205706,9,0,0,40,<=50K
CLI1185,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,52,185407,13,0,0,50,>50K
CLI1186,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States,40,207578,9,0,0,50,>50K
CLI1187,Private,Some-college,Widowed,Other-service,Not-in-family,White,Female,United-States,62,198686,9,0,0,40,<=50K
CLI1188,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,51,230095,11,0,0,40,<=50K
CLI1189,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,53,302868,13,0,0,50,>50K
CLI1190,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,22,175431,9,0,0,20,<=50K
CLI1191,Private,Bachelors,Divorced,Machine-op-inspct,Not-in-family,White,Male,?,31,209538,6,0,0,40,<=50K
CLI1192,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,18,78181,9,0,0,20,<=50K
CLI1193,?,10th,Never-married,?,Own-child,White,Male,United-States,51,221532,13,0,0,40,>50K
CLI1194,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,31,197672,13,0,0,40,<=50K
CLI1195,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States,34,158040,13,0,0,45,<=50K
CLI1196,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,46,105444,13,0,0,50,>50K
CLI1197,Self-emp-inc,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,34,221396,10,0,0,40,<=50K
CLI1198,State-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,United-States,28,163320,9,0,0,40,<=50K
CLI1199,Self-emp-inc,Assoc-voc,Never-married,Adm-clerical,Own-child,White,Female,United-States,39,77516,13,2174,0,40,<=50K
CLI1200,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,36,20507,9,7688,0,50,>50K
CLI1201,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,United-States,49,215895,14,0,0,40,>50K
CLI1202,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,32,182556,13,0,1887,45,>50K
CLI1203,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,49,71195,14,0,0,60,<=50K
CLI1204,?,HS-grad,Never-married,?,Own-child,White,Female,United-States,44,443040,9,0,0,40,<=50K
CLI1205,Private,Bachelors,Divorced,Exec-managerial,Unmarried,White,Male,United-States,39,116608,9,0,0,40,<=50K
CLI1206,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,39,32146,10,0,0,40,<=50K
CLI1207,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,United-States,49,133917,11,0,0,40,<=50K
CLI1208,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,29,151382,11,0,0,50,<=50K
CLI1209,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,43,117022,9,0,0,40,<=50K
CLI1210,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,United-States,52,89054,9,0,0,40,<=50K
CLI1211,State-gov,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,United-States,48,192894,16,0,0,40,>50K
CLI1212,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,28,184723,13,0,1980,35,<=50K
CLI1213,Local-gov,Masters,Married-civ-spouse,Adm-clerical,Husband,White,Male,Italy,48,166634,13,7688,0,40,>50K
CLI1214,State-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,34,43959,9,0,0,50,<=50K
CLI1215,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,25,184303,10,0,0,30,<=50K
CLI1216,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,United-States,18,187770,9,0,0,30,<=50K
CLI1217,Federal-gov,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,United-States,64,193575,7,0,0,40,<=50K
CLI1218,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,United-States,45,277434,12,0,0,40,>50K
CLI1219,Private,Assoc-voc,Never-married,Sales,Other-relative,Black,Male,?,39,33975,9,0,0,50,<=50K
CLI1220,Private,Assoc-voc,Divorced,Handlers-cleaners,Unmarried,White,Male,United-States,45,112283,13,0,0,55,<=50K
CLI1221,Local-gov,HS-grad,Married-spouse-absent,Farming-fishing,Unmarried,Black,Male,United-States,25,108505,9,0,0,45,<=50K
CLI1222,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,20,271354,9,0,0,40,<=50K
CLI1223,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,23,237432,13,0,0,40,<=50K
CLI1224,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Female,United-States,41,308550,9,0,0,60,<=50K
CLI1225,Federal-gov,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,42,236110,3,0,0,40,<=50K
CLI1226,Local-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,United-States,63,167501,10,20051,0,10,>50K
CLI1227,Private,Some-college,Separated,Priv-house-serv,Other-relative,White,Female,El-Salvador,58,51662,6,0,0,8,<=50K
CLI1228,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,35,168675,9,0,0,50,<=50K
CLI1229,?,11th,Never-married,?,Unmarried,White,Male,United-States,46,110884,9,0,0,40,<=50K
CLI1230,Private,Assoc-acdm,Widowed,Tech-support,Unmarried,White,Male,United-States,57,146103,13,0,0,45,>50K
CLI1231,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,36,127306,13,0,0,40,<=50K
CLI1232,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,23,147253,12,0,0,40,<=50K
CLI1233,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,United-States,38,29874,11,0,0,40,<=50K
CLI1234,Local-gov,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,United-States,25,185942,14,0,0,40,>50K
CLI1235,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,?,38,205852,13,0,0,40,>50K
CLI1236,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Female,United-States,20,266015,10,0,0,44,<=50K
CLI1237,Private,5th-6th,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,Puerto-Rico,47,71221,9,0,0,60,<=50K
CLI1238,Self-emp-not-inc,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,44,201435,11,0,0,40,>50K
CLI1239,Private,10th,Married-civ-spouse,Other-service,Wife,White,Female,United-States,22,83704,10,0,0,30,<=50K
CLI1240,Private,HS-grad,Separated,Transport-moving,Own-child,White,Male,United-States,51,280278,6,0,0,40,<=50K
CLI1241,Federal-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Male,United-States,42,109684,14,0,1741,35,<=50K
CLI1242,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,34,209317,10,0,0,40,<=50K
CLI1243,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Female,United-States,23,238092,13,0,0,40,<=50K
CLI1244,Private,Assoc-acdm,Never-married,Sales,Not-in-family,White,Male,United-States,41,83411,9,0,0,40,>50K
CLI1245,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,56,179641,9,0,0,45,<=50K
CLI1246,Private,Masters,Never-married,Prof-specialty,Own-child,White,Female,United-States,33,62155,10,0,0,35,<=50K
CLI1247,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,35,33975,14,0,0,45,>50K
CLI1248,Private,Some-college,Never-married,Sales,Own-child,Black,Male,United-States,26,213412,7,0,0,40,<=50K
CLI1249,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Female,United-States,31,163516,10,0,0,40,<=50K
CLI1250,Federal-gov,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Black,Male,United-States,42,190786,11,0,0,40,<=50K
CLI1251,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,United-States,20,178628,10,0,0,40,<=50K
CLI1252,Private,10th,Separated,Adm-clerical,Unmarried,Black,Female,United-States,67,231559,15,20051,0,48,>50K
CLI1253,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,28,251905,13,0,0,50,<=50K
CLI1254,State-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,34,104293,13,0,0,40,<=50K
CLI1255,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,United-States,52,169785,10,0,0,50,<=50K
CLI1256,Federal-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,United-States,25,88922,9,0,0,40,<=50K
CLI1257,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,56,196307,13,0,0,20,<=50K
CLI1258,Private,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,55,219775,9,0,0,38,<=50K
CLI1259,Private,Some-college,Never-married,Sales,Not-in-family,Black,Male,United-States,39,191524,9,0,0,40,<=50K
CLI1260,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,26,152855,9,0,0,40,<=50K
CLI1261,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,58,241056,10,0,0,46,<=50K
CLI1262,Private,Some-college,Widowed,Adm-clerical,Unmarried,White,Female,United-States,26,300290,7,0,0,40,<=50K
CLI1263,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,31,49923,9,0,0,40,<=50K
CLI1264,State-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Male,United-States,29,224858,10,0,0,60,<=50K
CLI1265,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,20,196745,10,0,0,16,<=50K
CLI1266,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,21,25265,9,0,0,40,<=50K
CLI1267,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,United-States,40,128700,10,0,0,40,<=50K
CLI1268,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,United-States,47,238185,13,0,0,40,<=50K
CLI1269,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,United-States,23,154373,13,0,0,50,<=50K
CLI1270,Self-emp-not-inc,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,60,106850,6,0,0,40,<=50K
CLI1271,Local-gov,HS-grad,Divorced,Other-service,Unmarried,White,Female,United-States,28,104024,10,0,0,40,<=50K
CLI1272,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,United-States,40,558944,4,0,0,40,<=50K
CLI1273,Private,HS-grad,Never-married,Exec-managerial,Own-child,Other,Female,Mexico,28,216965,10,0,0,40,<=50K
CLI1274,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,United-States,43,191982,11,0,0,55,<=50K
CLI1275,Private,11th,Divorced,Adm-clerical,Own-child,White,Female,United-States,56,170324,3,0,0,40,<=50K
CLI1276,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,47,543162,9,0,0,40,<=50K
CLI1277,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,37,349116,9,0,0,44,<=50K
CLI1278,Federal-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,45,102597,9,0,0,35,<=50K
CLI1279,Private,Some-college,Never-married,Other-service,Own-child,White,Female,United-States,23,183327,9,0,1594,20,<=50K
CLI1280,Private,Some-college,Never-married,Other-service,Own-child,White,Female,United-States,27,205440,6,0,0,40,<=50K
CLI1281,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,United-States,53,95647,5,0,0,50,<=50K
CLI1282,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,United-States,45,56904,13,5013,0,45,<=50K
CLI1283,Private,Bachelors,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,35,49352,10,0,0,38,<=50K
CLI1284,?,Bachelors,Never-married,?,Not-in-family,White,Female,United-States,49,102110,9,0,0,30,>50K
CLI1285,Private,10th,Divorced,Machine-op-inspct,Not-in-family,White,Female,United-States,20,112847,9,0,0,40,<=50K
CLI1286,Private,Some-college,Never-married,Sales,Other-relative,White,Female,United-States,28,148429,9,0,0,40,<=50K
CLI1287,Private,7th-8th,Never-married,Farming-fishing,Own-child,White,Male,United-States,40,227236,9,0,0,50,<=50K
CLI1288,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,55,176904,9,0,0,40,<=50K
CLI1289,Private,Assoc-voc,Never-married,Adm-clerical,Own-child,White,Female,United-States,17,104025,7,0,0,18,<=50K
CLI1290,Private,5th-6th,Married-civ-spouse,Craft-repair,Husband,Black,Male,Trinadad&Tobago,35,32528,9,0,0,50,<=50K
CLI1291,Local-gov,HS-grad,Separated,Adm-clerical,Unmarried,Black,Female,United-States,42,412379,9,0,0,40,<=50K
CLI1292,Private,HS-grad,Never-married,Sales,Not-in-family,Black,Male,United-States,41,92733,9,0,0,40,>50K
CLI1293,Private,HS-grad,Widowed,Adm-clerical,Unmarried,White,Female,United-States,22,186634,8,0,0,50,>50K
CLI1294,Private,HS-grad,Never-married,Craft-repair,Own-child,Black,Female,United-States,67,239705,16,0,0,12,<=50K
CLI1295,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,34,156890,9,0,0,50,<=50K
CLI1296,Private,9th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,21,56582,7,0,0,50,<=50K
CLI1297,Federal-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,19,170800,10,0,0,20,<=50K
CLI1298,State-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Female,United-States,45,195418,14,0,0,40,<=50K
CLI1299,Self-emp-not-inc,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,35,98948,13,0,0,32,<=50K
CLI1300,Private,HS-grad,Never-married,Farming-fishing,Own-child,Asian-Pac-Islander,Male,United-States,35,300681,9,7298,0,35,>50K
CLI1301,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,35,169104,10,0,0,40,<=50K
CLI1302,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,45,183804,10,0,0,40,<=50K
CLI1303,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,35,178322,11,0,0,50,>50K
CLI1304,Federal-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,24,200295,10,0,0,40,<=50K
CLI1305,?,11th,Never-married,?,Own-child,White,Male,United-States,44,361280,10,0,0,80,>50K
CLI1306,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,55,141807,13,0,0,60,>50K
CLI1307,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,29,301031,9,0,0,40,<=50K
CLI1308,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,42,102069,4,0,0,30,<=50K
CLI1309,State-gov,12th,Never-married,Exec-managerial,Not-in-family,White,Male,United-States,67,228200,9,0,0,20,<=50K
CLI1310,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Black,Male,?,27,228472,13,0,0,45,>50K
CLI1311,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,45,242552,8,0,0,35,<=50K
CLI1312,Private,11th,Never-married,Other-service,Own-child,White,Male,United-States,30,207301,9,0,1980,40,<=50K
CLI1313,Private,Some-college,Never-married,Other-service,Own-child,White,Male,United-States,34,242984,9,0,1887,45,>50K
CLI1314,Local-gov,Masters,Divorced,Prof-specialty,Not-in-family,Black,Male,United-States,23,293565,6,0,0,40,<=50K
CLI1315,Private,Bachelors,Married-civ-spouse,Other-service,Wife,White,Female,United-States,30,54334,5,0,0,40,<=50K
CLI1316,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,Black,Male,United-States,72,194548,10,0,0,3,<=50K
CLI1317,Private,Some-college,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,United-States,47,161950,9,0,0,32,<=50K
CLI1318,Federal-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Male,United-States,75,125784,10,0,0,8,<=50K
CLI1319,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,Germany,67,150516,4,0,0,24,<=50K
CLI1320,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,United-States,39,74194,9,0,0,55,<=50K
CLI1321,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,Philippines,40,130760,11,0,0,50,>50K
CLI1322,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,62,115387,9,0,0,40,<=50K
CLI1323,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,United-States,26,358975,10,0,0,50,<=50K
CLI1324,Self-emp-not-inc,7th-8th,Married-civ-spouse,Sales,Husband,White,Male,United-States,45,449354,10,0,0,40,<=50K
CLI1325,Private,HS-grad,Married-civ-spouse,Priv-house-serv,Wife,Black,Female,United-States,39,91367,14,0,1848,45,>50K
CLI1326,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,21,221480,10,0,0,25,<=50K
CLI1327,Self-emp-not-inc,12th,Divorced,Craft-repair,Other-relative,Black,Male,United-States,59,157303,10,0,0,48,<=50K
CLI1328,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,United-States,43,396116,9,0,0,40,<=50K
CLI1329,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,27,126060,9,0,0,40,<=50K
CLI1330,Private,10th,Never-married,Handlers-cleaners,Not-in-family,White,Male,United-States,40,63503,13,0,0,40,>50K
CLI1331,Private,9th,Never-married,Sales,Not-in-family,White,Male,United-States,18,260801,9,0,0,20,<=50K
CLI1332,?,Some-college,Married-spouse-absent,?,Not-in-family,White,Male,United-States,39,236391,9,0,0,38,>50K
CLI1333,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,United-States,29,84366,6,0,0,40,<=50K
CLI1334,?,Some-college,Married-civ-spouse,?,Husband,White,Male,United-States,31,148600,9,0,0,40,<=50K
CLI1335,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,45,285575,9,0,0,40,<=50K
CLI1336,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,35,189092,13,0,0,40,>50K
CLI1337,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,62,123582,6,0,0,40,<=50K
CLI1338,Private,HS-grad,Never-married,Handlers-cleaners,Other-relative,Black,Female,United-States,43,352005,13,15024,0,45,>50K
CLI1339,Private,Some-college,Never-married,Priv-house-serv,Not-in-family,White,Female,Hungary,43,88233,10,0,0,60,<=50K
CLI1340,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,74,194312,5,0,0,10,<=50K
CLI1341,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,27,183511,9,0,0,40,<=50K
CLI1342,Private,Some-college,Never-married,Tech-support,Own-child,White,Female,Ecuador,78,91534,13,0,0,3,<=50K
CLI1343,Private,Some-college,Divorced,Prof-specialty,Not-in-family,White,Female,United-States,36,113337,10,0,0,42,>50K
